Date,Type,Amount,To/From
"Apr 1, 2019, 5:03:40 PM IST",Received,₹1000.00,
"Apr 1, 2019, 4:51:47 PM IST",Paid,₹1500.00,
"Apr 1, 2019, 11:40:01 AM IST",Received,₹1000.00,
"Apr 1, 2019, 11:39:42 AM IST",Received,₹150.00,
"Mar 31, 2019, 11:11:28 AM IST",Received,₹150.00,
"Mar 31, 2019, 11:11:17 AM IST",Received,₹150.00,
"Mar 31, 2019, 11:11:06 AM IST",Received,₹150.00,
"Mar 30, 2019, 6:53:28 PM IST",Received,₹1000.00,
"Mar 30, 2019, 6:53:17 PM IST",Received,₹150.00,
"Mar 30, 2019, 6:53:06 PM IST",Received,₹150.00,
"Mar 30, 2019, 6:47:03 PM IST",Sent,₹1000.00,
"Mar 30, 2019, 6:45:44 PM IST",Received,₹11.00,Google
"Mar 30, 2019, 6:44:07 PM IST",Sent,₹200.00,
"Mar 29, 2019, 11:40:39 AM IST",Sent,₹1.00,
"Mar 29, 2019, 11:40:04 AM IST",Sent,₹1000.00,
"Mar 28, 2019, 12:39:40 PM IST",Sent,₹1000.00,
"Mar 27, 2019, 6:03:21 PM IST",Sent,₹1000.00,
"Mar 26, 2019, 5:46:21 PM IST",Received,₹1.00,
"Mar 26, 2019, 5:46:04 PM IST",Received,₹1.00,
"Mar 26, 2019, 5:45:58 PM IST",Received,₹1.00,
"Mar 24, 2019, 10:05:25 PM IST",Paid,₹2000.00,
"Mar 22, 2019, 7:30:19 AM IST",Paid,₹205.00,ConfirmTkt
"Mar 21, 2019, 4:45:58 PM IST",Sent,₹500.00,
"Mar 20, 2019, 8:04:06 PM IST",Received,"₹30,000.00",
"Mar 20, 2019, 1:48:40 PM IST",Received,"₹45,000.00",
"Mar 20, 2019, 1:47:56 PM IST",Received,"₹45,000.00",
"Mar 20, 2019, 1:46:13 PM IST",Received,"₹10,000.00",
"Mar 20, 2019, 1:44:36 PM IST",Received,"₹50,000.00",
"Mar 20, 2019, 1:27:10 PM IST",Received,"₹25,000.00",
"Mar 20, 2019, 1:27:01 PM IST",Received,"₹25,000.00",
"Mar 20, 2019, 1:21:49 PM IST",Received,"₹95,000.00",
"Mar 20, 2019, 1:21:46 PM IST",Received,"₹95,000.00",
"Mar 20, 2019, 1:21:37 PM IST",Received,"₹95,000.00",
"Mar 20, 2019, 1:07:34 PM IST",Received,"₹10,000.00",
"Mar 20, 2019, 11:58:42 AM IST",Received,"₹10,000.00",
"Mar 20, 2019, 11:56:32 AM IST",Received,"₹10,000.00",
"Mar 20, 2019, 11:56:17 AM IST",Received,"₹10,000.00",
"Mar 20, 2019, 11:41:57 AM IST",Received,"₹10,000.00",
"Mar 20, 2019, 11:39:37 AM IST",Received,"₹10,000.00",
"Mar 20, 2019, 11:39:01 AM IST",Received,"₹10,000.00",
"Mar 20, 2019, 11:38:29 AM IST",Received,"₹10,000.00",
"Mar 20, 2019, 11:37:22 AM IST",Received,"₹10,000.00",
"Mar 18, 2019, 6:18:41 AM IST",Sent,"₹50,000.00",
"Mar 18, 2019, 6:17:57 AM IST",Sent,"₹50,000.00",
"Mar 17, 2019, 8:35:52 PM IST",Received,₹100.00,
"Mar 16, 2019, 6:10:51 AM IST",Received,₹500.00,
"Mar 15, 2019, 9:39:47 PM IST",Paid,₹110.00,
"Mar 14, 2019, 4:34:43 PM IST",Sent,"₹45,000.00",
"Mar 13, 2019, 3:12:25 PM IST",Received,₹11.00,Google
"Mar 13, 2019, 3:11:49 PM IST",Sent,₹1790.00,
"Mar 13, 2019, 3:11:36 PM IST",Sent,₹1790.00,
"Mar 13, 2019, 3:11:21 PM IST",Sent,₹1790.00,
"Mar 13, 2019, 3:08:14 PM IST",Received,₹1800.00,
"Mar 12, 2019, 2:35:28 PM IST",Paid,₹100.95,Zomato
"Mar 3, 2019, 7:13:03 PM IST",Paid,₹111.45,Zomato
"Mar 3, 2019, 7:05:40 PM IST",Received,₹150.00,
"Mar 1, 2019, 8:42:07 PM IST",Received,₹300.00,
"Mar 1, 2019, 8:41:58 PM IST",Received,₹300.00,
"Mar 1, 2019, 8:41:41 PM IST",Received,₹300.00,
"Feb 27, 2019, 6:43:59 PM IST",Received,₹500.00,
"Feb 27, 2019, 6:43:38 PM IST",Received,₹500.00,
"Feb 27, 2019, 6:43:12 PM IST",Received,₹1500.00,
"Feb 26, 2019, 5:38:06 PM IST",Sent,₹150.00,
"Feb 26, 2019, 5:36:45 PM IST",Received,₹160.00,
"Feb 25, 2019, 9:20:12 PM IST",Received,₹160.00,
"Feb 25, 2019, 9:18:13 PM IST",Received,₹160.00,
"Feb 25, 2019, 9:17:25 PM IST",Received,₹160.00,
"Feb 25, 2019, 9:17:02 PM IST",Received,₹160.00,
"Feb 25, 2019, 8:17:18 PM IST",Received,₹160.00,
"Feb 25, 2019, 8:16:55 PM IST",Received,₹160.00,
"Feb 25, 2019, 8:16:45 PM IST",Received,₹160.00,
"Feb 25, 2019, 8:16:32 PM IST",Received,₹160.00,
"Feb 23, 2019, 5:59:57 PM IST",Paid,₹286.56,ticketnew
"Feb 23, 2019, 5:45:03 PM IST",Paid,₹477.60,ticketnew
"Feb 21, 2019, 4:19:09 PM IST",Sent,₹50.00,
"Feb 21, 2019, 4:15:12 PM IST",Sent,₹150.00,
"Feb 16, 2019, 3:14:05 PM IST",Received,₹500.00,
"Feb 16, 2019, 3:13:02 PM IST",Sent,₹500.00,
"Feb 14, 2019, 4:21:19 AM IST",Paid,₹10.00,CITRUS SOLUTIONS PVT LTD
"Feb 13, 2019, 9:56:43 PM IST",Paid,₹10.00,CITRUS SOLUTIONS PVT LTD
"Feb 12, 2019, 7:31:56 PM IST",Received,₹150.00,
"Feb 12, 2019, 7:31:31 PM IST",Received,₹5.00,Google
"Feb 12, 2019, 7:31:00 PM IST",Sent,₹150.00,
"Feb 12, 2019, 3:20:46 PM IST",Received,₹650.00,
"Feb 12, 2019, 3:19:56 PM IST",Received,₹651.00,
"Feb 12, 2019, 3:19:09 PM IST",Sent,₹500.00,
"Feb 12, 2019, 3:17:37 PM IST",Sent,₹150.00,
"Feb 11, 2019, 2:42:07 PM IST",Sent,₹2000.00,
"Feb 10, 2019, 3:29:57 PM IST",Received,₹17.00,Google
"Feb 10, 2019, 1:20:42 PM IST",Received,₹500.00,
"Feb 9, 2019, 1:39:43 PM IST",Received,₹1.00,
"Feb 4, 2019, 9:31:49 PM IST",Received,₹21.00,
"Feb 4, 2019, 9:31:43 PM IST",Received,₹21.00,
"Feb 4, 2019, 9:20:44 PM IST",Sent,₹9.00,
"Feb 1, 2019, 3:05:48 PM IST",Received,₹100.00,
"Dec 30, 2018, 7:12:52 PM IST",Paid,₹300.00,
"Dec 30, 2018, 10:35:07 AM IST",Paid,₹80.00,
"Dec 28, 2018, 8:13:36 PM IST",Paid,₹300.00,
"Dec 26, 2018, 9:02:22 PM IST",Received,₹20.00,
"Dec 26, 2018, 8:58:31 PM IST",Paid,₹39.00,
"Dec 26, 2018, 1:46:42 PM IST",Paid,₹50.00,
"Dec 20, 2018, 7:48:35 PM IST",Received,₹150.00,
"Dec 20, 2018, 7:47:45 PM IST",Sent,₹150.00,
"Dec 16, 2018, 7:45:11 PM IST",Received,₹500.00,
"Dec 16, 2018, 6:33:20 PM IST",Sent,₹500.00,
"Dec 15, 2018, 4:57:07 PM IST",Received,₹500.00,
"Dec 14, 2018, 8:08:01 PM IST",Sent,₹500.00,
"Dec 14, 2018, 8:03:24 PM IST",Sent,₹500.00,
"Dec 14, 2018, 7:13:30 PM IST",Sent,₹500.00,
"Dec 14, 2018, 3:54:14 PM IST",Sent,₹100.00,
"Dec 13, 2018, 2:18:12 PM IST",Sent,₹1000.00,
"Dec 13, 2018, 6:16:41 AM IST",Sent,₹1000.00,
"Dec 13, 2018, 6:16:19 AM IST",Sent,₹1000.00,
"Dec 10, 2018, 11:13:20 AM IST",Sent,₹200.00,
"Dec 6, 2018, 8:23:42 PM IST",Paid,₹1000.00,
"Dec 6, 2018, 8:22:17 PM IST",Paid,₹10.00,
"Dec 6, 2018, 9:42:27 AM IST",Received,₹2100.00,
"Dec 6, 2018, 9:42:21 AM IST",Received,₹2100.00,
"Dec 6, 2018, 9:41:01 AM IST",Sent,₹2100.00,
"Dec 1, 2018, 8:34:54 PM IST",Paid,₹149.00,Jio Prepaid
"Dec 1, 2018, 3:41:25 AM IST",Sent,₹200.00,
"Nov 19, 2018, 1:34:04 PM IST",Sent,₹200.00,
"Nov 19, 2018, 12:29:06 AM IST",Received,₹200.00,
"Nov 12, 2018, 4:03:59 PM IST",Received,₹100.00,
"Nov 7, 2018, 1:50:28 PM IST",Received,₹20.00,
"Nov 7, 2018, 1:46:04 PM IST",Received,₹420.00,
"Nov 5, 2018, 12:56:11 PM IST",Received,₹25.00,Google
"Nov 5, 2018, 12:13:23 PM IST",Received,"₹10,000.00",
"Nov 5, 2018, 12:12:05 PM IST",Sent,"₹10,000.00",
"Nov 3, 2018, 2:10:01 PM IST",Sent,₹450.00,
"Nov 1, 2018, 7:25:19 PM IST",Paid,₹1000.00,
"Nov 1, 2018, 4:14:45 PM IST",Sent,₹150.00,
"Nov 1, 2018, 4:12:07 PM IST",Received,₹150.00,
"Oct 30, 2018, 6:19:04 PM IST",Received,₹400.00,
"Oct 29, 2018, 10:05:10 PM IST",Sent,₹400.00,
"Oct 27, 2018, 6:02:52 PM IST",Received,₹66.00,Google
"Oct 27, 2018, 6:02:09 PM IST",Sent,₹420.00,
"Oct 27, 2018, 5:09:58 PM IST",Received,₹500.00,
"Oct 27, 2018, 5:08:44 PM IST",Sent,₹500.00,
"Oct 24, 2018, 5:02:18 PM IST",Received,₹50.00,
"Oct 24, 2018, 5:01:09 PM IST",Received,₹150.00,
"Oct 24, 2018, 5:00:25 PM IST",Received,₹1200.00,
"Oct 24, 2018, 5:00:05 PM IST",Received,₹1900.00,
"Oct 24, 2018, 4:57:51 PM IST",Sent,₹1900.00,
"Oct 24, 2018, 1:02:55 PM IST",Sent,₹1900.00,
"Oct 19, 2018, 12:54:08 PM IST",Received,₹1000.00,
"Oct 15, 2018, 3:24:13 PM IST",Received,₹300.00,
"Oct 15, 2018, 3:23:18 PM IST",Received,₹150.00,
"Oct 15, 2018, 3:22:10 PM IST",Received,₹150.00,
"Oct 15, 2018, 3:20:48 PM IST",Received,₹150.00,
"Oct 11, 2018, 6:49:04 PM IST",Received,₹6.00,
"Oct 11, 2018, 4:49:22 PM IST",Sent,₹2200.00,
"Oct 11, 2018, 4:47:05 PM IST",Received,₹2200.00,
"Oct 11, 2018, 4:35:35 PM IST",Sent,₹2000.00,
"Oct 11, 2018, 4:34:25 PM IST",Received,₹2000.00,
"Oct 8, 2018, 3:19:48 PM IST",Paid,₹11.00,
"Oct 5, 2018, 2:54:01 PM IST",Paid,₹11.00,Jio Prepaid
"Oct 5, 2018, 1:50:34 PM IST",Paid,₹21.00,Jio Prepaid
"Oct 5, 2018, 1:42:37 PM IST",Received,₹1.00,
"Oct 5, 2018, 1:42:35 PM IST",Received,₹1.00,
"Oct 5, 2018, 1:42:33 PM IST",Received,₹1.00,
"Oct 5, 2018, 1:42:30 PM IST",Received,₹1.00,
"Oct 5, 2018, 1:37:48 PM IST",Received,₹1.00,
"Oct 2, 2018, 9:52:03 PM IST",Paid,₹11.00,Jio Prepaid
"Sep 30, 2018, 9:55:00 PM IST",Sent,₹19.00,
"Sep 30, 2018, 9:50:23 PM IST",Paid,₹11.00,Jio Prepaid
"Sep 30, 2018, 9:50:07 PM IST",Paid,₹11.00,Jio Prepaid
"Sep 27, 2018, 8:41:08 PM IST",Received,₹15.00,Google
"Sep 27, 2018, 8:40:09 PM IST",Paid,₹149.00,Airtel Prepaid
"Sep 27, 2018, 8:38:32 PM IST",Paid,₹149.00,Airtel Prepaid
"Sep 27, 2018, 6:40:48 PM IST",Paid,₹149.00,Airtel Prepaid
"Sep 27, 2018, 6:40:34 PM IST",Paid,₹149.00,Airtel Prepaid
"Sep 27, 2018, 6:40:05 PM IST",Paid,₹149.00,Airtel Prepaid
"Sep 27, 2018, 6:39:59 PM IST",Paid,₹149.00,Airtel Prepaid
"Sep 27, 2018, 6:39:47 PM IST",Paid,₹149.00,Airtel Prepaid
"Sep 24, 2018, 8:58:23 PM IST",Received,₹10.00,Google
"Sep 24, 2018, 8:57:38 PM IST",Paid,₹149.00,Jio Prepaid
"Sep 21, 2018, 9:15:04 PM IST",Received,₹15.00,
"Sep 21, 2018, 8:48:55 PM IST",Received,₹150.00,
"Sep 21, 2018, 8:42:43 PM IST",Received,₹150.00,
"Sep 21, 2018, 8:39:53 PM IST",Sent,₹150.00,
"Sep 21, 2018, 8:38:42 PM IST",Sent,₹150.00,
"Sep 20, 2018, 1:01:11 PM IST",Paid,₹9.00,foodpanda
"Sep 15, 2018, 7:15:17 PM IST",Received,₹16.00,
"Sep 14, 2018, 8:16:52 AM IST",Received,₹500.00,
"Sep 13, 2018, 4:46:36 PM IST",Sent,₹10.00,
"Sep 13, 2018, 1:20:48 PM IST",Sent,₹500.00,
"Sep 13, 2018, 1:18:31 PM IST",Received,₹150.00,
"Sep 13, 2018, 1:18:13 PM IST",Received,₹150.00,
"Aug 31, 2018, 7:40:54 PM IST",Received,₹150.00,
"Aug 31, 2018, 4:18:51 PM IST",Received,₹500.00,
"Aug 30, 2018, 3:13:15 PM IST",Received,₹350.00,
"Aug 29, 2018, 3:23:44 PM IST",Sent,₹150.00,
"Aug 29, 2018, 3:22:09 PM IST",Received,₹200.00,
"Aug 29, 2018, 3:20:55 PM IST",Sent,₹200.00,
"Aug 29, 2018, 10:25:13 AM IST",Received,₹87.00,Google
"Aug 29, 2018, 10:21:48 AM IST",Received,₹4000.00,
"Aug 27, 2018, 3:53:36 PM IST",Sent,₹150.00,
"Aug 27, 2018, 3:46:30 PM IST",Received,₹19.00,Google
"Aug 27, 2018, 3:45:38 PM IST",Received,₹150.00,
"Aug 27, 2018, 3:45:27 PM IST",Received,₹150.00,
"Aug 17, 2018, 7:47:03 PM IST",Sent,₹150.00,
"Aug 17, 2018, 7:45:54 PM IST",Received,₹16.00,Google
"Aug 17, 2018, 7:10:06 PM IST",Received,₹150.00,
"Aug 17, 2018, 1:34:05 PM IST",Received,₹10.00,
"Aug 7, 2018, 8:28:01 PM IST",Received,₹20.00,
"Jul 31, 2018, 6:19:01 PM IST",Received,₹14.00,Google
"Jul 31, 2018, 6:10:59 PM IST",Received,₹2600.00,
"Jul 26, 2018, 3:50:11 PM IST",Received,₹22.00,Google
"Jul 25, 2018, 6:17:48 AM IST",Sent,₹500.00,
"Jul 25, 2018, 6:16:21 AM IST",Received,"₹100,000.00",
"Jul 24, 2018, 8:06:59 PM IST",Sent,"₹50,000.00",
"Jul 24, 2018, 3:59:29 PM IST",Sent,₹5000.00,
"Jul 22, 2018, 11:13:05 AM IST",Sent,₹500.00,
"Jul 21, 2018, 1:06:44 PM IST",Sent,₹150.00,
"Jul 21, 2018, 1:02:30 PM IST",Received,₹1000.00,
"Jul 21, 2018, 1:01:48 PM IST",Sent,₹10.00,
